news, date 
‘North-South Gas Pipeline Project – imperative for overcoming gas shortage’,November 21 2018
Asian markets mostly up as investors weigh China-US trade row,November 20 2018
HBL holds seminars on ‘Global Markets Outlook 2018’ to promote financial awareness,November 20 2018
Greenback closes flat in value versus domestic unit,November 20 2018
Oil prices climb amid expected OPEC cut but markets remain wary,November 20 2018
Lint trading remains selective on grade issue amid steady physical prices,November 20 2018
Gold price remains under upward trend on futures output prospect,November 20 2018
Turbulent stock market spooks some older workers retirees,November 20 2018
APEC fails to live up to its name amid US China acrimony,November 20 2018
Japan exports up in October but not enough to erase deficit,November 20 2018
Asia’s cash-rich firms more resilient in this year’s equity selloff,November 20 2018
Google-Temasek study sees $240bn Southeast Asia internet economy by 2025,November 20 2018
New tech regulation ‘inevitable’ Apple CEO says,November 20 2018
BOJ’s Kuroda warns of risks from falling regional banks’ profits,November 20 2018
A year after Mugabe’s fall Zimbabwe yearns for upswing,November 20 2018
Passive investing makes for end-of-day whirlwinds on Wall Street,November 20 2018
Undersea gas fires Egypt’s regional energy dreams,November 20 2018
At what cost? Debate swirls on ‘giveaways’ after Amazon HQ deal,November 20 2018
Romania could challenge Russian grip on Europe’s energy,November 20 2018
Competition watchdog launches probe into ‘bond market cartel’,November 20 2018
Dan Balmer on steering Aston Martin beyond Bond in the Middle East,November 20 2018
How urban-rural differences affect mobile usage in Pakistan,November 19 2018
Hit hard by trade war automakers hoping Trump will hold off on new round of tariffs,November 19 2018
German minister looks to tax cuts as economy contracts,November 19 2018
PSX Index gains 272 points WoW on expected foreign aid,November 19 2018
FBR acknowledges contribution of honest taxpayers,November 19 2018
China not insensitive to Pakistan’s problems: FPCCI,November 19 2018
Uzbekistan seeks trilateral trade commission and JVs in Pakistan,November 19 2018
Finance minister urges EAC sub-groups to expedite recommendations,November 19 2018
‘PM Imran’s visit to UAE to increase mutual trade volume’,November 19 2018
Grade issue keeps buying selective on cotton market past week,November 19 2018
Yellow metal price regains firmness on hedging Gold Futures,November 18 2018
Weak credit growth raises odds of China’s first rate cut in years,November 18 2018
US China in APEC cruise ship clash on trade influence,November 18 2018
Lives at risk as drug prices soar in crisis-hit Zimbabwe,November 18 2018
There is ‘no good Brexit’ for UK car parts boss,November 18 2018
US regulator settles with tech startups over token sale violations,November 18 2018
Rolls-Royce others still preparing for hard Brexit,November 18 2018
PSX Index closes week positive as World Bank sanctions $7.6bn loans,November 18 2018
Asia markets mixed as tough week draws to end pound struggles,November 18 2018
PTCL & NDCTECH collaborate for banking cloud set-up within Pakistan,November 18 2018
Six DISCOs told to recover Rs 83.2bn to reduce line losses,November 17 2018
Thailand third-quarter growth seen slowing as tourism exports cool,November 17 2018
Angola battles to revive oil exploration as output declines,November 17 2018
The economic sugar rush and the Fed — a rate hike quandary,November 17 2018
Australia takes India to WTO over sugar subsidies,November 17 2018
India house prices to rise at half the rate of inflation in 2019,November 17 2018
Malaysia Q3  GDP growth slips for a 4th straight quarter to 4.4pc,November 17 2018
Foreign investors buyers show keen interest in upcoming Interior Pakistan expo,November 17 2018
UBG kicks off 2nd round of nationwide campaign for FPCCI annual elections,November 17 2018
ICCI TDAP to organise Spring Festival in Islamabad,November 17 2018
Honda Atlas Cars holds vendor conference,November 17 2018
Lint prices remain firm on demand shrinking of better grades,November 17 2018
Hong Kong Shanghai lead Asian markets pound strengthens,November 17 2018
PSX Index closes green as China assures bigger financial support,November 17 2018
Khushhali Microfinance Bank Limited declared ‘Best Microfinance Bank’,November 17 2018
Ghandhara Nissan launches Renault trucks in Pakistan,November 17 2018
Bitcoin drops to year low as slump persists,November 17 2018
Oil prices slip on concerns of looming oversupply economic downturn,November 17 2018
Cotton prices remain firm amid better grades in focus,November 17 2018
Greenback remains flat in value versus rupee,November 17 2018
Modi government Indian central bank set for uneasy truce — sources,November 16 2018
US China see rival visions for entwined Asia-Pacific region,November 16 2018
Farm animals may soon get new features through gene editing,November 16 2018
Message to Trump: Focus on the economy already,November 16 2018
Singapore Airlines finds premium economy a tougher sell on new non-stop US flights,November 16 2018
Electronic driving systems don’t always work tests show,November 16 2018
PSX Index ends in red over MSCI review,November 16 2018
‘Substantial progress’ made on massive China trade deal that excludes US,November 16 2018
Energy firms dive with oil in Asia most regional markets retreat,November 16 2018
Hutchison Ports Pakistan named ‘Container Terminal of the Year’,November 16 2018
Yellow metal price closes firm on demand Gold Futures,November 15 2018
PTCL & Convo announce first-ever Pakistan-based Cloud Enterprise Social Collaboration Platform,November 15 2018
Asia’s weakening economies record supply threaten to create oil glut,November 15 2018
Japan’s economy contracts in third quarter trade war clouds rebound outlook,November 15 2018
Weaker retail sales loom over China’s economy despite some bright spots,November 15 2018
Trade to be boosted corruption to be rooted out: Shibli Faraz,November 15 2018
Oil struggles to find footing after 7 percent slide as outlook darkens,November 15 2018
All new power generation projects should base on local resources,November 15 2018
Greenback remains firm in value versus domestic unit,November 15 2018
Gene-edited food is coming but will shoppers buy?,November 15 2018
Sri Lanka central bank raises key rates in surprise move to support currency,November 15 2018
Efforts on to promote ‘Export Culture’ in Pakistan: Razad Dawood,November 15 2018
Beefing up Cyber Security in Banks,November 15 2018
PSX Index closes flat amid range-bound trading,November 15 2018
Most Asian markets down as tech energy firms take a hit,November 15 2018
Oil down 2 percent after Trump urges OPEC not to cut supply,November 15 2018
Greenback stands firm in value versus domestic unit,November 15 2018
Lint trading remains selective amid firm physical prices,November 15 2018
Lebanon’s ‘lung’ to Persian Gulf markets choked by politics,November 15 2018
Goldman Sachs bankers ‘cheated’ Malaysia over 1MDB: PM Mahathir,November 15 2018
IMF: Gulf economy recovering but faces oil volatility,November 14 2018
Fears of peak iPhone rattle Asian Apple suppliers,November 14 2018
UK pay growth fastest since 2008 as firms face staff shortages,November 14 2018
Vietnam’s newest airline Bamboo gets aviation licence,November 14 2018
Cathay says ‘most intense’ period of data breach lasted months,November 14 2018
Asian markets start week on cautious note,November 14 2018
PSX Index trades under pressure ahead of MSCI review announcement,November 14 2018
Pakistan’s trade balance improving as exports continue to grow,November 14 2018
Yellow metal price fails to improve value on hedging speculation,November 14 2018
AkzoNobel starts producing coil coatings in Pakistan,November 14 2018
Greenback remains firm versus domestic unit,November 13 2018
Oil prices rise by more than 1% after Saudi announcement,November 13 2018
660MW coal power plant to become operational in Jan,November 13 2018
